api,operator,direction,latitude,longitude,spudyr
05-045-11881,WPX Energy Rocky Mountain LLC,Directional,39.501022,-108.125757,2006
05-103-10501,XTO Energy Inc,Directional,39.9014,-108.25862,2005
05-045-18247,WPX Energy Rocky Mountain LLC,Directional,39.507413,-107.854374,2013
05-045-20079,OXY USA WTP LP,Directional,39.53387,-108.24184,2011
05-045-20061,WPX Energy Rocky Mountain LLC,Directional,39.463413,-108.006853,2012
05-045-12576,WPX Energy Rocky Mountain LLC,Directional,39.50145,-107.938969,2007
05-045-18197,WPX Energy Rocky Mountain LLC,Directional,39.464481,-108.020223,2009
05-045-17269,Caerus Piceance LLC,Directional,39.440025,-107.911849,2009
05-045-13106,WPX Energy Rocky Mountain LLC,Directional,39.46952,-107.934681,2007
05-045-13550,WPX Energy Rocky Mountain LLC,Directional,39.464299,-107.93203,2008
05-045-13723,WPX Energy Rocky Mountain LLC,Directional,39.468352,-107.91027,2008
05-045-10731,Encana Oil & Gas Inc,Directional,39.39488,-108.04368,2005
05-045-17818,WPX Energy Rocky Mountain LLC,Directional,39.480589,-108.126591,2010
05-045-11503,WPX Energy Rocky Mountain LLC,Directional,39.470984,-108.078563,2006
05-045-11740,Caerus Piceance LLC,Directional,39.55828,-108.11803,2006
05-045-11262,WPX Energy Rocky Mountain LLC,Directional,39.514874,-107.891651,2007
05-045-20882,WPX Energy Rocky Mountain LLC,Directional,39.465931,-107.954099,2013
05-045-12530,WPX Energy Rocky Mountain LLC,Directional,39.532847,-107.829576,2006
05-045-20152,WPX Energy Rocky Mountain LLC,Directional,39.456431,-108.043587,2011
05-045-11815,OXY USA WTP LP,Directional,39.499881,-108.241891,2006
05-045-13140,WPX Energy Rocky Mountain LLC,Directional,39.496308,-108.089033,2007
05-045-17469,WPX Energy Rocky Mountain LLC,Directional,39.479993,-107.886694,2010
05-045-21847,WPX Energy Rocky Mountain LLC,Directional,39.485807,-107.860552,2013
05-045-13143,WPX Energy Rocky Mountain LLC,Directional,39.492825,-108.127027,2008
05-045-15830,Caerus Piceance LLC,Directional,39.392941,-108.070916,2009
05-045-09298,Encana Oil & Gas Inc,Directional,39.47438,-107.78362,2003
05-045-12629,WPX Energy Rocky Mountain LLC,Directional,39.527606,-107.896354,2007
05-045-20898,WPX Energy Rocky Mountain LLC,Directional,39.465974,-107.954063,2013
05-045-21980,WPX Energy Rocky Mountain LLC,Directional,39.493846,-107.83788,2014
05-045-21844,WPX Energy Rocky Mountain LLC,Directional,39.485844,-107.860576,2013
05-045-18115,WPX Energy Rocky Mountain LLC,Directional,39.514025,-108.015954,2010
05-045-12758,WPX Energy Rocky Mountain LLC,Directional,39.485111,-107.90725,2007
05-045-13681,WPX Energy Rocky Mountain LLC,Directional,39.463817,-107.895626,2007
05-045-16891,WPX Energy Rocky Mountain LLC,Directional,39.476017,-107.871697,2009
05-045-14506,Marathon Oil,Directional,39.51982,-108.15649,2007
05-045-20716,OXY USA WTP LP,Directional,39.54884,-108.23014,2012
05-045-22130,WPX Energy Rocky Mountain LLC,Directional,39.414213,-108.098631,2014
05-045-11696,WPX Energy Rocky Mountain LLC,Directional,39.471405,-108.100391,2006
05-045-11137,WPX Energy Rocky Mountain LLC,Directional,39.52998,-107.871944,2006
05-045-09810,Encana Oil & Gas Inc,Directional,39.44484,-107.75524,2004
05-045-20718,OXY USA WTP LP,Directional,39.54874,-108.23024,2011
05-045-22266,WPX Energy Rocky Mountain LLC,Directional,39.445589,-108.064469,2014
05-045-20742,WPX Energy Rocky Mountain LLC,Directional,39.485482,-107.835507,2011
05-045-10533,Caerus Piceance LLC,Directional,39.47767,-108.15111,2006
05-045-14082,WPX Energy Rocky Mountain LLC,Directional,39.537675,-107.87504,2007
05-045-11664,WPX Energy Rocky Mountain LLC,Directional,39.456394,-108.072127,2006
05-045-13943,WPX Energy Rocky Mountain LLC,Directional,39.541043,-107.867716,2008
05-045-08108,Encana Oil & Gas Inc,Directional,39.51145,-107.72181,2002
05-045-13820,WPX Energy Rocky Mountain LLC,Directional,39.48097,-107.89585,2007
05-045-09220,Encana Oil & Gas Inc,Directional,39.47198,-107.78033,2003
05-045-22128,WPX Energy Rocky Mountain LLC,Directional,39.414202,-108.098578,2014
05-045-09050,Encana Oil & Gas Inc,Directional,39.46972,-107.76847,2003
05-045-13561,WPX Energy Rocky Mountain LLC,Directional,39.487705,-107.960662,2007
05-045-11186,WPX Energy Rocky Mountain LLC,Directional,39.520841,-107.870381,2007
05-045-11856,Encana Oil & Gas Inc,Directional,39.49256,-107.68972,2006
05-045-13016,WPX Energy Rocky Mountain LLC,Directional,39.537746,-107.860402,2007
05-045-14021,WPX Energy Rocky Mountain LLC,Directional,39.527516,-107.85687,2008
05-045-08072,Encana Oil & Gas Inc,Directional,39.48511,-107.68988,2002
05-123-35731,Bayswater Exploration & Production LLC,Directional,40.524099,-104.839899,2012
05-045-12855,WPX Energy Rocky Mountain LLC,Directional,39.534158,-107.898646,2008
05-045-11699,WPX Energy Rocky Mountain LLC,Directional,39.515947,-107.869868,2007
05-045-13655,WPX Energy Rocky Mountain LLC,Directional,39.464178,-107.925097,2008
05-045-12962,Encana Oil & Gas Inc,Directional,39.43482,-108.00136,2007
05-045-16964,OXY USA WTP LP,Directional,39.530497,-108.233169,2010
05-045-15526,Caerus Piceance LLC,Directional,39.45397,-108.15686,2008
05-045-21982,WPX Energy Rocky Mountain LLC,Directional,39.493825,-107.837879,2013
05-077-09551,Piceance Energy LLC,Directional,39.258389,-107.739456,2008
05-045-14851,WPX Energy Rocky Mountain LLC,Directional,39.482074,-108.033384,2008
05-045-12817,WPX Energy Rocky Mountain LLC,Directional,39.537402,-107.904534,2008
05-045-10260,Encana Oil & Gas Inc,Directional,39.46969,-107.76828,2004
05-045-21981,WPX Energy Rocky Mountain LLC,Directional,39.493929,-107.837847,2014
05-045-13069,WPX Energy Rocky Mountain LLC,Directional,39.482351,-108.053591,2007
05-077-09272,OXY USA Inc,Directional,39.33487,-107.63826,2007
05-045-13499,Vanguard Operating LLC,Directional,39.492229,-107.614111,2005
05-045-20099,WPX Energy Rocky Mountain LLC,Directional,39.463466,-108.006895,2012
05-045-15614,WPX Energy Rocky Mountain LLC,Directional,39.602981,-108.258295,2008
05-045-11070,WPX Energy Rocky Mountain LLC,Directional,39.509578,-107.882678,2006
05-045-11686,OXY USA WTP LP,Directional,39.50598,-108.24132,2006
05-045-15444,WPX Energy Rocky Mountain LLC,Directional,39.485056,-107.887209,2008
05-045-10884,Encana Oil & Gas Inc,Directional,39.41249,-108.04511,2005
05-045-11765,Encana Oil & Gas Inc,Directional,39.390333,-108.100917,2006
05-045-10036,Encana Oil & Gas Inc,Directional,39.47685,-107.73512,2004
05-045-19504,OXY USA WTP LP,Directional,39.52953,-108.21309,2010
05-045-12823,WPX Energy Rocky Mountain LLC,Directional,39.537353,-107.90458,2008
05-045-17512,WPX Energy Rocky Mountain LLC,Directional,39.481603,-108.143491,2009
05-103-11029,Whiting Oil & Gas Corp,Directional,39.85263,-108.31292,2007
05-045-18276,WPX Energy Rocky Mountain LLC,Directional,39.488107,-107.952581,2010
05-045-09002,Encana Oil & Gas Inc,Directional,39.44861,-107.73139,2003
05-045-17198,WPX Energy Rocky Mountain LLC,Directional,39.490313,-107.899612,2009
05-045-20971,OXY USA WTP LP,Directional,39.54361,-108.24641,2012
05-045-21987,WPX Energy Rocky Mountain LLC,Directional,39.49401,-107.837885,2014
05-045-08077,Encana Oil & Gas Inc,Directional,39.48831,-107.70743,2002
05-045-17223,Chevron Inc,Directional,39.559206,-108.338307,2009
05-045-17017,WPX Energy Rocky Mountain LLC,Directional,39.498721,-107.910424,2008
05-045-14149,WPX Energy Rocky Mountain LLC,Directional,39.480911,-107.91307,2007
05-045-13729,WPX Energy Rocky Mountain LLC,Directional,39.468358,-107.910301,2008
05-045-13587,WPX Energy Rocky Mountain LLC,Directional,39.475463,-107.960205,2007
05-045-20723,OXY USA WTP LP,Directional,39.54884,-108.2301,2012
05-045-10871,WPX Energy Rocky Mountain LLC,Directional,39.481758,-108.062728,2007
05-045-11938,WPX Energy Rocky Mountain LLC,Directional,39.46932,-108.11271,2006
05-045-11929,WPX Energy Rocky Mountain LLC,Directional,39.545086,-107.861563,2006
05-045-13978,Caerus Piceance LLC,Directional,39.53825,-108.15058,2008
05-045-17503,WPX Energy Rocky Mountain LLC,Directional,39.481577,-108.143535,2009
05-045-14610,Encana Oil & Gas Inc,Directional,39.4523,-107.85294,2007
05-045-17888,OXY USA WTP LP,Directional,39.47836,-108.20192,2010
05-045-12007,Ursa Operating LLC,Directional,39.46408,-107.58283,2006
05-045-14513,WPX Energy Rocky Mountain LLC,Directional,39.49272,-108.01438,2007
05-045-15992,WPX Energy Rocky Mountain LLC,Directional,39.456943,-107.952188,2008
05-045-10546,Encana Oil & Gas Inc,Directional,39.44376,-107.69251,2005
05-045-09069,Encana Oil & Gas Inc,Directional,39.49113,-107.73715,2003
05-045-09998,Encana Oil & Gas Inc,Directional,39.48817,-107.7606,2004
05-045-11195,WPX Energy Rocky Mountain LLC,Directional,39.48255,-107.977552,2006
05-045-17050,WPX Energy Rocky Mountain LLC,Directional,39.491404,-107.851089,2009
05-045-13299,WPX Energy Rocky Mountain LLC,Directional,39.47037,-107.923226,2008
05-045-13181,WPX Energy Rocky Mountain LLC,Directional,39.49712,-107.91582,2007
05-045-11948,Encana Oil & Gas Inc,Directional,39.42936,-108.00913,2006
05-045-14853,WPX Energy Rocky Mountain LLC,Directional,39.482093,-108.033407,2008
05-045-13999,WPX Energy Rocky Mountain LLC,Directional,39.527568,-107.84897,2008
05-045-19283,OXY USA WTP LP,Directional,39.530682,-108.233176,2010
05-045-11694,WPX Energy Rocky Mountain LLC,Directional,39.515927,-107.880556,2006
05-045-12888,Caerus Piceance LLC,Directional,39.5035,-108.17394,2008
05-045-10252,Encana Oil & Gas Inc,Directional,39.49246,-107.70708,2004
05-045-13086,WPX Energy Rocky Mountain LLC,Directional,39.486215,-108.064937,2007
05-045-14871,WPX Energy Rocky Mountain LLC,Directional,39.486682,-108.042494,2008
05-045-11999,Encana Oil & Gas Inc,Directional,39.42561,-108.00347,2007
05-045-22268,WPX Energy Rocky Mountain LLC,Directional,39.445653,-108.064694,2014
05-045-08945,Encana Oil & Gas Inc,Directional,39.46656,-107.75608,2003
05-045-12663,WPX Energy Rocky Mountain LLC,Directional,39.475581,-108.070923,2006
05-045-20985,WPX Energy Rocky Mountain LLC,Directional,39.535515,-107.579717,2012
05-045-14000,WPX Energy Rocky Mountain LLC,Directional,39.527632,-107.848943,2008
05-045-17092,WPX Energy Rocky Mountain LLC,Directional,39.485462,-108.132435,2009
05-045-21988,WPX Energy Rocky Mountain LLC,Directional,39.493825,-107.837844,2013
05-045-12649,WPX Energy Rocky Mountain LLC,Directional,39.51148,-107.924877,2007
05-045-11100,WPX Energy Rocky Mountain LLC,Directional,39.519295,-107.890146,2008
05-045-12597,WPX Energy Rocky Mountain LLC,Directional,39.505359,-107.915211,2007
05-045-11468,WPX Energy Rocky Mountain LLC,Directional,39.522612,-107.909549,2006
05-103-10633,WPX Energy Rocky Mountain LLC,Directional,39.939851,-108.43166,2006
05-045-10593,Encana Oil & Gas Inc,Directional,39.45705,-107.77146,2005
05-045-11461,WPX Energy Rocky Mountain LLC,Directional,39.522509,-107.909543,2007
05-045-14279,WPX Energy Rocky Mountain LLC,Directional,39.469845,-107.942518,2008
05-045-12938,Caerus Piceance LLC,Directional,39.50986,-108.17378,2008
05-045-11634,Encana Oil & Gas Inc,Directional,39.588559,-108.065738,2007
05-045-21659,WPX Energy Rocky Mountain LLC,Directional,39.490097,-107.918598,2013
05-045-20656,WPX Energy Rocky Mountain LLC,Directional,39.452074,-107.949827,2013
05-045-09916,Encana Oil & Gas Inc,Directional,39.469,-107.72522,2004
05-045-21767,WPX Energy Rocky Mountain LLC,Directional,39.474654,-107.798763,2013
05-045-11603,WPX Energy Rocky Mountain LLC,Directional,39.480563,-108.07092,2007
05-077-09605,OXY USA Inc,Directional,39.281438,-107.853659,2008
05-045-09412,Encana Oil & Gas Inc,Directional,39.45614,-107.75673,2004
05-077-09178,OXY USA Inc,Directional,39.279638,-107.817,2007
05-045-15971,WPX Energy Rocky Mountain LLC,Directional,39.561535,-108.28516,2011
05-045-14467,WPX Energy Rocky Mountain LLC,Directional,39.472072,-108.064907,2007
05-045-16994,WPX Energy Rocky Mountain LLC,Directional,39.476484,-107.94664,2009
05-045-11626,Encana Oil & Gas Inc,Directional,39.588565,-108.065636,2007
05-045-11924,WPX Energy Rocky Mountain LLC,Directional,39.46502,-108.09244,2006
05-045-11668,WPX Energy Rocky Mountain LLC,Directional,39.485313,-107.968847,2006
05-045-21967,WPX Energy Rocky Mountain LLC,Directional,39.497057,-107.841038,2014
05-045-15932,WPX Energy Rocky Mountain LLC,Directional,39.506168,-107.861244,2008
05-045-11940,WPX Energy Rocky Mountain LLC,Directional,39.469825,-107.94246,2006
05-045-12198,Ursa Operating LLC,Directional,39.45617,-107.59777,2006
05-045-11007,WPX Energy Rocky Mountain LLC,Directional,39.516598,-107.913676,2006
05-045-19602,WPX Energy Rocky Mountain LLC,Directional,39.51076,-108.008124,2011
05-123-36072,Bayswater Exploration & Production LLC,Directional,40.551452,-104.62898,2012
05-045-16001,OXY USA WTP LP,Directional,39.53114,-108.22332,2008
05-045-15666,WPX Energy Rocky Mountain LLC,Directional,39.471916,-107.952527,2008
05-045-15867,WPX Energy Rocky Mountain LLC,Directional,39.599363,-108.241526,2008
05-045-20954,OXY USA WTP LP,Directional,39.54379,-108.24647,2012
05-045-11708,WPX Energy Rocky Mountain LLC,Directional,39.515966,-107.880535,2006
05-045-14299,Linn Operating Inc,Directional,39.599956,-108.204062,2007
05-045-14459,WPX Energy Rocky Mountain LLC,Directional,39.465588,-107.954166,2008
05-045-21775,WPX Energy Rocky Mountain LLC,Directional,39.474918,-107.79883,2014
05-045-18755,WPX Energy Rocky Mountain LLC,Directional,39.48708,-107.853243,2010
05-045-09248,Encana Oil & Gas Inc,Directional,39.46293,-107.76371,2003
05-045-18769,WPX Energy Rocky Mountain LLC,Directional,39.487141,-107.853253,2010
05-045-12464,WPX Energy Rocky Mountain LLC,Directional,39.552894,-107.823569,2006
05-045-19708,WPX Energy Rocky Mountain LLC,Directional,39.438075,-107.964989,2011
05-045-13206,WPX Energy Rocky Mountain LLC,Directional,39.472186,-107.961467,2007
05-045-15983,WPX Energy Rocky Mountain LLC,Directional,39.456945,-107.952154,2008
05-045-14769,WPX Energy Rocky Mountain LLC,Directional,39.609223,-108.278964,2008
05-045-11823,WPX Energy Rocky Mountain LLC,Directional,39.519029,-108.127498,2006
05-077-08874,OXY USA Inc,Directional,39.300226,-107.62981,2007
05-045-14334,Encana Oil & Gas Inc,Directional,39.590183,-108.046606,2007
05-045-10131,Encana Oil & Gas Inc,Directional,39.4896,-107.66145,2004
05-045-17765,OXY USA WTP LP,Directional,39.47838,-108.20214,2008
05-045-20423,WPX Energy Rocky Mountain LLC,Directional,39.435061,-107.954945,2011
05-045-13308,WPX Energy Rocky Mountain LLC,Directional,39.469782,-108.004171,2007
05-045-07844,Encana Oil & Gas Inc,Directional,39.48829,-107.70736,2002
05-045-21990,WPX Energy Rocky Mountain LLC,Directional,39.494032,-107.837851,2014
05-045-15906,WPX Energy Rocky Mountain LLC,Directional,39.528935,-107.934697,2008
05-077-09118,OXY USA Inc,Directional,39.28156,-107.85378,2007
05-103-11458,WPX Energy Rocky Mountain LLC,Directional,39.947546,-108.339387,2010
05-045-14536,Encana Oil & Gas Inc,Directional,39.40611,-108.06065,2007
05-045-14802,Marathon Oil,Directional,39.55023,-108.17583,2008
05-077-09635,Piceance Energy LLC,Directional,39.258214,-107.739433,2008
05-045-20059,WPX Energy Rocky Mountain LLC,Directional,39.463449,-108.006881,2012
05-045-09143,Encana Oil & Gas Inc,Directional,39.48031,-107.70719,2003
05-045-11101,WPX Energy Rocky Mountain LLC,Directional,39.519321,-107.890158,2008
05-045-13111,WPX Energy Rocky Mountain LLC,Directional,39.469497,-107.934712,2007
05-045-13447,Encana Oil & Gas Inc,Directional,39.4517,-107.69399,2005
05-045-17585,OXY USA WTP LP,Directional,39.47837,-108.20224,2008
05-045-10723,Encana Oil & Gas Inc,Directional,39.590657,-108.051238,2006
05-045-20155,WPX Energy Rocky Mountain LLC,Directional,39.456406,-108.043594,2011
05-045-15338,WPX Energy Rocky Mountain LLC,Directional,39.443465,-108.069679,2008
05-123-35837,Bayswater Exploration & Production LLC,Directional,40.482904,-104.704162,2013
05-045-11106,WPX Energy Rocky Mountain LLC,Directional,39.519354,-107.889946,2007
05-045-16987,WPX Energy Rocky Mountain LLC,Directional,39.486057,-107.898633,2008
05-045-11110,Vanguard Operating LLC,Directional,39.49281,-107.674143,2006
05-045-21766,WPX Energy Rocky Mountain LLC,Directional,39.475036,-107.798876,2014
05-045-17052,WPX Energy Rocky Mountain LLC,Directional,39.491525,-107.851064,2009
05-045-18839,WPX Energy Rocky Mountain LLC,Directional,39.459597,-108.000552,2011
05-045-10415,Encana Oil & Gas Inc,Directional,39.40017,-108.05039,2005
05-045-17041,WPX Energy Rocky Mountain LLC,Directional,39.466536,-107.989405,2009
05-045-11256,Linn Operating Inc,Directional,39.547901,-108.120267,2006
05-045-09483,Encana Oil & Gas Inc,Directional,39.43784,-107.7383,2004
05-045-21048,WPX Energy Rocky Mountain LLC,Directional,39.485671,-107.915917,2012
05-045-13603,WPX Energy Rocky Mountain LLC,Directional,39.476803,-107.972483,2007
05-045-22493,WPX Energy Rocky Mountain LLC,Directional,39.479595,-108.118548,2014
05-045-20749,WPX Energy Rocky Mountain LLC,Directional,39.485582,-107.835477,2012
05-045-13296,Caerus Piceance LLC,Directional,39.53897,-108.14367,2007
05-045-10035,Encana Oil & Gas Inc,Directional,39.546176,-108.120309,2004
05-045-19674,WPX Energy Rocky Mountain LLC,Directional,39.493321,-108.089873,2011
05-045-13827,WPX Energy Rocky Mountain LLC,Directional,39.4765,-107.897812,2008
05-045-13334,Encana Oil & Gas Inc,Directional,39.50377,-107.69468,2005
05-045-11919,WPX Energy Rocky Mountain LLC,Directional,39.46506,-108.09242,2006
05-045-12210,Encana Oil & Gas Inc,Directional,39.544839,-108.118308,2007
05-045-14870,WPX Energy Rocky Mountain LLC,Directional,39.486697,-108.042446,2008
05-045-13947,WPX Energy Rocky Mountain LLC,Directional,39.541082,-107.867697,2007
05-045-20452,WPX Energy Rocky Mountain LLC,Directional,39.483483,-107.862898,2012
05-045-13969,Caerus Piceance LLC,Directional,39.53831,-108.15069,2008
05-045-20967,OXY USA WTP LP,Directional,39.54373,-108.24644,2012
05-077-08984,Encana Oil & Gas Inc,Directional,39.35197,-108.07956,2005
05-045-09249,Encana Oil & Gas Inc,Directional,39.46299,-107.76369,2003
05-045-13330,Encana Oil & Gas Inc,Directional,39.46667,-107.6686,2004
05-045-15583,Marathon Oil,Directional,39.55019,-108.17583,2008
