api,operator,status,direction,depth_ft,spudyr,latitude,longitude
30-015-39974,COG Operating LLC,Active,Horizontal,3061,2012,32.7000504,-104.412468
30-015-39975,COG Operating LLC,Active,Horizontal,8942,2012,32.6377258,-103.8989639
30-015-39993,Murchison Oil & Gas Inc,Approved TA,Horizontal,6718,2012,32.1521263,-104.2609253
30-015-39994,Devon Energy Production Company,Active,Horizontal,7997,2012,32.441433,-103.7465134
30-015-39999,COG Operating LLC,Active,Horizontal,8151,2012,32.0488815,-104.1021042
30-015-40006,RKI Exploration & Production LLC,Active,Horizontal,9,2013,32.0926247,-103.9486084
30-015-40007,OXY USA Inc,Active,Horizontal,8897,2012,32.273571,-103.9468613
30-015-40012,Devon Energy Production Company,Active,Horizontal,8041,2012,32.441433,-103.7421722
30-015-40024,Mewbourne Oil Company,Active,Horizontal,2791,2012,32.6418343,-104.4329453
30-015-40025,Devon Energy Production Company,Active,Horizontal,8850,2012,32.6494904,-104.1044693
30-015-40035,Devon Energy Production Company,Active,Horizontal,9,2013,32.6235924,-104.0939865
30-015-40036,Devon Energy Production Company,Active,Horizontal,8038,2012,32.6407433,-104.0741425
30-015-40037,Devon Energy Production Company,Active,Horizontal,7872,2012,32.6415024,-104.1045303
30-015-40038,Devon Energy Production Company,Active,Horizontal,9,2012,32.3110275,-103.9960938
30-015-40041,Devon Energy Production Company,Active,Horizontal,9247,2012,32.6253166,-103.8323898
30-015-40042,Murchison Oil & Gas Inc,Active,Horizontal,3974,2012,32.8620987,-104.1218338
30-015-40045,Murchison Oil & Gas Inc,Active,Horizontal,3493,2012,32.843792,-104.1901703
30-015-40050,OXY USA WTP Limited Partnership,Active,Horizontal,8768,2012,32.6994057,-103.9155121
30-015-40051,Yates Petroleum Corp,Active,Horizontal,7966,2013,32.4084969,-103.7406998
30-015-40056,COG Operating LLC,Active,Horizontal,2617,2012,32.6975594,-104.3929749
30-015-40057,COG Operating LLC,Active,Horizontal,2957,2014,32.6975555,-104.3924866
30-015-40058,COG Operating LLC,Active,Horizontal,7335,2012,32.6976662,-104.4332275
30-015-40069,Mewbourne Oil Company,Active,Horizontal,8077,2013,32.6978149,-104.0207291
30-015-40070,OXY USA WTP Limited Partnership,Active,Horizontal,8748,2012,32.6976051,-103.9330444
30-015-40071,OXY USA WTP Limited Partnership,Active,Horizontal,7917,2012,32.3281937,-104.1018372
30-015-40098,Devon Energy Production Company,Active,Horizontal,9156,2012,32.6376915,-103.8324051
30-015-40099,Devon Energy Production Company,Active,Horizontal,9266,2012,32.6376915,-103.8322449
30-015-40105,Devon Energy Production Company,Active,Horizontal,9305,2012,32.6253204,-103.8301849
30-015-40106,Devon Energy Production Company,Active,Horizontal,9,2012,32.4405212,-103.7626266
30-015-40107,Devon Energy Production Company,Active,Horizontal,7954,2012,32.4405212,-103.7593842
30-015-40109,Mewbourne Oil Company,Active,Horizontal,8491,2012,32.7595787,-103.8651276
30-015-40122,COG Operating LLC,Active,Horizontal,2940,2012,32.6975517,-104.3903427
30-015-40123,COG Operating LLC,Active,Horizontal,2703,2013,32.6925621,-104.430336
30-015-40126,BOPCO LP,Active,Horizontal,9,2012,32.210659,-103.8839951
30-015-40127,Yates Petroleum Corp,Active,Horizontal,7160,2012,32.4589272,-103.7239838
30-015-40130,Murchison Oil & Gas Inc,Active,Horizontal,3888,2012,32.8662186,-104.1218185
30-015-40131,COG Operating LLC,Active,Horizontal,2741,2012,32.691021,-104.4303284
30-015-40134,Devon Energy Production Company,Active,Horizontal,7927,2012,32.6414833,-104.0873871
30-015-40135,Devon Energy Production Company,Active,Horizontal,6837,2012,32.6377716,-104.0880051
30-015-40148,OXY USA WTP Limited Partnership,Active,Horizontal,8617,2012,32.7100983,-103.9330368
30-015-40155,BOPCO LP,Active,Horizontal,9128,2012,32.1806602,-103.8538361
30-015-40156,BOPCO LP,Active,Horizontal,9076,2012,32.18116,-103.8666458
30-015-40160,Murchison Oil & Gas Inc,Active,Horizontal,3969,2012,32.8562431,-104.1218491
30-015-40161,Yates Petroleum Corp,Active,Horizontal,2645,2012,32.7272758,-104.3967056
30-015-40162,COG Production LLC,Active,Horizontal,7606,2012,32.2091255,-104.1840591
30-015-40166,CHEVRON Midcontinent LP,Active,Horizontal,0,2012,32.2989922,-104.07724
30-015-40167,Mewbourne Oil Company,Active,Horizontal,8156,2012,32.7123489,-104.0035019
30-015-40168,Mewbourne Oil Company,Active,Horizontal,8116,2012,32.7207298,-104.0192261
30-015-40185,RKI Exploration & Production LLC,Active,Horizontal,0,2013,32.079834,-103.957222
30-015-40186,Yates Petroleum Corp,Active,Horizontal,8077,2013,32.6393127,-104.0353394
30-015-40194,Emkey Companies LLC,Active,Horizontal,0,2014,32.5798798,-104.4971695
30-015-40196,OXY USA WTP Limited Partnership,Active,Horizontal,8625,2012,32.7068825,-103.9338684
30-015-40197,COG Operating LLC,Active,Horizontal,4727,2012,32.8014755,-104.2359467
30-015-40202,Cimarex Energy Company of CO,Active,Horizontal,9488,2012,32.1366615,-104.2572784
30-015-40203,Cimarex Energy Company,Active,Horizontal,7295,2012,32.137291,-104.2262268
30-015-40204,Mewbourne Oil Company,Active,Horizontal,7926,2012,32.6040993,-104.0725708
30-015-40205,Mewbourne Oil Company,Active,Horizontal,2553,2012,32.5803909,-104.503746
30-015-40206,Devon Energy Production Company,Active,Horizontal,7983,2012,32.638073,-104.0871582
30-015-40207,Devon Energy Production Company,Active,Horizontal,7915,2012,32.6253586,-104.0767365
30-015-40208,COG Operating LLC,Active,Horizontal,3441,2013,32.8005753,-104.2397537
30-015-40210,Mewbourne Oil Company,Active,Horizontal,6247,2012,32.2552719,-104.0654602
30-015-40211,COG Operating LLC,Active,Horizontal,2633,2013,32.697628,-104.4226227
30-015-40214,COG Operating LLC,Active,Horizontal,2633,2013,32.6961899,-104.430336
30-015-40216,Devon Energy Production Company,Active,Horizontal,8100,2012,32.6253586,-104.0701904
30-015-40217,Devon Energy Production Company,Active,Horizontal,8020,2012,32.6388168,-104.084137
30-015-40219,Devon Energy Production Company,Active,Horizontal,9158,2012,32.6340637,-103.8324203
30-015-40220,Devon Energy Production Company,Active,Horizontal,9335,2012,32.6288948,-103.8301926
30-015-40221,Devon Energy Production Company,Active,Horizontal,9202,2012,32.628891,-103.8324051
30-015-40222,Devon Energy Production Company,Active,Horizontal,9264,2012,32.633297,-103.8302078
30-015-40241,COG Operating LLC,Active,Horizontal,8115,2012,32.1675873,-104.0869827
30-015-40242,Mewbourne Oil Company,Active,Horizontal,8899,2013,32.6121025,-104.1217575
30-015-40245,CHEVRON Midcontinent LP,Active,Horizontal,6623,2012,32.2698059,-104.0602341
30-015-40246,Mewbourne Oil Company,Active,Horizontal,8324,2012,32.712307,-103.9838486
30-015-40250,OXY USA Inc,Active,Horizontal,7819,2012,32.121769,-104.2283325
30-015-40253,COG Operating LLC,Active,Horizontal,87346,2012,32.6227303,-103.9164886
30-015-40256,COG Operating LLC,Active,Horizontal,8100,2012,32.0745621,-104.0905457
30-015-40261,BOPCO LP,Active,Horizontal,9550,2012,32.2096901,-103.8192291
30-015-40262,COG Operating LLC,Active,Horizontal,2562,2014,32.6976318,-104.424675
30-015-40276,COG Operating LLC,Active,Horizontal,4751,2014,32.8208351,-104.0185852
30-015-40287,Mewbourne Oil Company,Active,Horizontal,10683,2012,32.1858292,-104.0162964
30-015-40289,Devon Energy Production Company,Active,Horizontal,7247,2012,32.6254959,-104.0701904
30-015-40290,Mewbourne Oil Company,Active,Horizontal,2703,2012,32.5950699,-104.5103149
30-015-40296,BOPCO LP,Active,Horizontal,8146,2012,32.2095184,-103.8021927
30-015-40301,Mewbourne Oil Company,Active,Horizontal,7545,2013,32.6529655,-104.4329605
30-015-40303,Mewbourne Oil Company,Active,Horizontal,2715,2013,32.6529312,-104.4413986
30-015-40305,Mack Energy Corp,Plugged and Abandoned,Horizontal,5625,2012,32.3264732,-104.5945816
30-015-40331,Devon Energy Production Company,Active,Horizontal,9058,2012,32.6361313,-103.8854218
30-015-40332,Devon Energy Production Company,Active,Horizontal,9037,2012,32.6359901,-103.8854218
30-015-40333,Devon Energy Production Company,Active,Horizontal,9052,2013,32.6284256,-103.8834763
30-015-40334,Devon Energy Production Company,Active,Horizontal,9087,2013,32.6282883,-103.8834763
30-015-40336,COG Operating LLC,Active,Horizontal,7753,2012,32.0176849,-104.1340942
30-015-40341,BOPCO LP,Active,Horizontal,8202,2012,32.2544136,-103.9100418
30-015-40343,COG Operating LLC,Active,Horizontal,4048,2012,32.8533859,-104.0541229
30-015-40345,COG Operating LLC,Active,Horizontal,4123,2012,32.8533821,-104.053566
30-015-40346,COG Operating LLC,Active,Horizontal,4728,2012,32.8497009,-104.0536423
30-015-40347,Occidental Permian LTD,Active,Horizontal,7957,2012,32.1422539,-104.1025085
30-015-40357,COG Operating LLC,Active,Horizontal,4639,2013,32.8554955,-104.0664825
30-015-40358,COG Operating LLC,Active,Horizontal,5119,2012,32.8538513,-104.0541229
30-015-40359,COG Operating LLC,Active,Horizontal,5225,2012,32.8538513,-104.053566
30-015-40360,COG Operating LLC,Active,Horizontal,5176,2012,32.8501663,-104.0536423
30-015-40369,COG Operating LLC,Active,Horizontal,7758,2013,32.0177078,-104.1292267
30-015-40370,COG Operating LLC,Active,Horizontal,7744,2012,32.0177002,-104.1241913
30-015-40371,BOPCO LP,Active,Horizontal,9270,2012,32.2547112,-103.8408203
30-015-40372,Devon Energy Production Company,Active,Horizontal,4970,2012,32.4871712,-104.1494293
30-015-40374,COG Operating LLC,Active,Horizontal,7646,2012,32.0446892,-104.2030869
30-015-40385,Devon Energy Production Company,Active,Horizontal,9,2012,32.1239395,-103.7380219
30-015-40395,BOPCO LP,Active,Horizontal,9175,2012,32.2107925,-103.8505707
30-015-40397,BOPCO LP,Active,Horizontal,7609,2014,32.546093,-103.8544388
30-015-40398,Mewbourne Oil Company,Active,Horizontal,8168,2012,32.1144562,-104.0825119
30-015-40400,COG Operating LLC,Active,Horizontal,7637,2013,32.0486755,-104.2031174
30-015-40401,Mewbourne Oil Company,Active,Horizontal,8133,2012,32.1378441,-104.0858536
30-015-40402,Mewbourne Oil Company,Active,Horizontal,10530,2012,32.136467,-104.0815811
30-015-40403,Mewbourne Oil Company,Active,Horizontal,10610,2013,32.1236229,-104.0718079
30-015-40404,Yates Petroleum Corp,Active,Horizontal,8375,2012,32.5779495,-104.0291138
30-015-40407,Devon Energy Production Company,Active,Horizontal,9180,2013,32.6676254,-103.8497314
30-015-40408,Devon Energy Production Company,Active,Horizontal,9185,2013,32.6676178,-103.8539886
30-015-40412,COG Operating LLC,Active,Horizontal,2869,2012,32.6091042,-104.4608307
30-015-40414,COG Operating LLC,Active,Horizontal,5129,2013,32.8591423,-104.0379333
30-015-40415,COG Operating LLC,Active,Horizontal,5124,2012,32.8573265,-104.0379333
30-015-40417,COG Operating LLC,Active,Horizontal,5236,2013,32.8680229,-104.0373535
30-015-40419,COG Operating LLC,Active,Horizontal,5230,2013,32.8643112,-104.037941
30-015-40423,Devon Energy Production Company,Active,Horizontal,7864,2012,32.6327057,-104.1045609
30-015-40424,Devon Energy Production Company,Active,Horizontal,7937,2012,32.6254768,-104.1043243
30-015-40426,Yates Petroleum Corp,Active,Horizontal,8496,2013,32.6265259,-104.0006561
30-015-40427,Mewbourne Oil Company,Active,Horizontal,8244,2012,32.7269821,-104.0016556
30-015-40436,BOPCO LP,Active,Horizontal,7630,2013,32.1809425,-103.8776703
30-015-40438,Mewbourne Oil Company,Active,Horizontal,10548,2012,32.0489159,-104.0612869
30-015-40440,COG Production LLC,Active,Horizontal,7825,2012,32.1072426,-103.9446487
30-015-40442,COG Operating LLC,Active,Horizontal,5127,2012,32.8610954,-104.0379333
30-015-40447,BOPCO LP,Active,Horizontal,9434,2012,32.1519814,-103.8193283
30-015-40448,COG Operating LLC,Active,Horizontal,4395,2012,32.8864861,-104.0185852
30-015-40462,Apache Corp,Active,Horizontal,5392,2013,32.8504105,-103.8999176
30-015-40466,Apache Corp,Active,Horizontal,5834,2012,32.8501625,-103.8999176
30-015-40468,Apache Corp,Active,Horizontal,0,2012,32.8505211,-103.8999176
30-015-40470,Apache Corp,Active,Horizontal,0,2012,32.8505898,-103.8999176
30-015-40481,COG Operating LLC,Active,Horizontal,9,2012,32.0402603,-104.2030487
30-015-40497,Mewbourne Oil Company,Active,Horizontal,8087,2012,32.7306099,-104.0023651
30-015-40498,BOPCO LP,Active,Horizontal,9239,2013,32.6151505,-103.8312836
30-015-40499,BOPCO LP,Active,Horizontal,9260,2012,32.6115227,-103.8312683
30-015-40500,BOPCO LP,Active,Horizontal,9359,2012,32.611412,-103.8312683
30-015-40501,Devon Energy Production Company,Active,Horizontal,8101,2013,32.6306076,-104.0702209
30-015-40502,Devon Energy Production Company,Active,Horizontal,9,2013,32.5064659,-104.1687851
30-015-40503,Devon Energy Production Company,Active,Horizontal,9,2013,32.5063286,-104.1687851
30-015-40506,Devon Energy Production Company,Active,Horizontal,8047,2012,32.6334152,-104.0542526
30-015-40507,Devon Energy Production Company,Active,Horizontal,7051,2012,32.6335526,-104.0542526
30-015-40508,Devon Energy Production Company,Active,Horizontal,7199,2013,32.6304703,-104.0702209
30-015-40509,Devon Energy Production Company,Active,Horizontal,9,2013,32.6384468,-104.0878601
30-015-40511,Devon Energy Production Company,Active,Horizontal,9,2013,32.6435509,-104.0892563
30-015-40512,Devon Energy Production Company,Active,Horizontal,9,2013,32.63937,-104.088295
30-015-40513,Devon Energy Production Company,Active,Horizontal,9,2013,32.6395073,-104.088295
30-015-40514,Devon Energy Production Company,Active,Horizontal,7055,2012,32.6347504,-104.088623
30-015-40515,Devon Energy Production Company,Active,Horizontal,9,2013,32.6267891,-104.0895386
30-015-40516,Devon Energy Production Company,Active,Horizontal,6390,2013,32.634613,-104.088623
30-015-40517,Devon Energy Production Company,Active,Horizontal,6518,2012,32.5426674,-104.1796646
30-015-40518,Devon Energy Production Company,Active,Horizontal,6518,2012,32.5435829,-104.1755981
30-015-40520,BOPCO LP,Active,Horizontal,4447,2012,32.2110901,-103.9058456
30-015-40522,Devon Energy Production Company,Active,Horizontal,4979,2012,32.4872055,-104.1422195
30-015-40523,Yates Petroleum Corp,Active,Horizontal,0,2014,32.6395912,-104.0092163
30-015-40536,Yates Petroleum Corp,Active,Horizontal,2581,2012,32.6694717,-104.4976273
30-015-40537,Yates Petroleum Corp,Active,Horizontal,9,2012,32.2519722,-104.3981476
30-015-40538,COG Production LLC,Active,Horizontal,8415,2012,32.2237053,-103.7245255
30-015-40539,COG Operating LLC,Active,Horizontal,5724,2013,32.8698921,-103.9523926
30-015-40542,COG Operating LLC,Active,Horizontal,4624,2013,32.8428307,-104.0680542
30-015-40543,COG Operating LLC,Active,Horizontal,5126,2012,32.8520393,-104.0543442
30-015-40545,COG Operating LLC,Active,Horizontal,5119,2012,32.8501663,-104.0541992
30-015-40546,COG Operating LLC,Active,Horizontal,5225,2013,32.8520355,-104.0537949
30-015-40562,Mewbourne Oil Company,Active,Horizontal,0,2014,32.7107964,-104.0189056
30-015-40567,COG Operating LLC,Active,Horizontal,4303,2012,32.909893,-104.0185699
30-015-40568,RKI Exploration & Production LLC,Active,Horizontal,7016,2012,32.0213394,-103.97509
30-015-40572,Mewbourne Oil Company,Active,Horizontal,8080,2012,32.6915054,-104.0535812
30-015-40573,Mewbourne Oil Company,Active,Horizontal,2860,2013,32.5949173,-104.4715271
30-015-40574,Apache Corp,Active,Horizontal,5326,2013,32.8442535,-103.8653717
30-015-40575,Apache Corp,Active,Horizontal,10262,2013,32.844429,-103.8653717
30-015-40576,Apache Corp,Active,Horizontal,6304,2013,32.8446083,-103.8653793
30-015-40577,Apache Corp,Active,Horizontal,5085,2013,32.8441849,-103.8653717
30-015-40578,Apache Corp,Active,Horizontal,1685,2013,32.8442917,-103.8823166
30-015-40579,Apache Corp,Active,Horizontal,6160,2013,32.8445396,-103.8653717
30-015-40580,BOPCO LP,Active,Horizontal,8303,2012,32.1226616,-103.8935089
30-015-40581,BOPCO LP,Active,Horizontal,9027,2012,32.1529846,-103.8671036
30-015-40582,RKI Exploration & Production LLC,Active,Horizontal,9,2013,32.0209122,-103.9685593
30-015-40583,Devon Energy Production Company,Active,Horizontal,7066,2013,32.6361389,-104.0542603
30-015-40584,Devon Energy Production Company,Active,Horizontal,6947,2013,32.6235924,-104.0945587
30-015-40586,COG Operating LLC,Active,Horizontal,8440,2012,32.6214447,-104.0018387
30-015-40587,Devon Energy Production Company,Active,Horizontal,6293,2012,32.6436882,-104.088623
30-015-40589,Murchison Oil & Gas Inc,Active,Horizontal,6885,2013,32.7484131,-104.4118652
30-015-40590,Devon Energy Production Company,Active,Horizontal,6977,2013,32.6501083,-104.0873795
30-015-40591,Devon Energy Production Company,Active,Horizontal,0,2014,32.6472015,-104.0892487
30-015-40592,Devon Energy Production Company,Active,Horizontal,9,2013,32.6302032,-104.0717468
30-015-40606,Devon Energy Production Company,Active,Horizontal,7011,2013,32.6240387,-104.0929031
30-015-40615,Cimarex Energy Company,Active,Horizontal,9924,2012,32.2840958,-103.8448944
30-015-40622,COG Operating LLC,Active,Horizontal,7734,2013,32.1803627,-104.1771088
30-015-40624,COG Operating LLC,Active,Horizontal,4657,2013,32.8515701,-104.0543442
30-015-40625,COG Operating LLC,Active,Horizontal,4676,2013,32.8515701,-104.0537949
30-015-40626,Devon Energy Production Company,Active,Horizontal,9272,2012,32.6516609,-103.8304901
30-015-40627,Devon Energy Production Company,Active,Horizontal,9159,2012,32.6505165,-103.8487244
30-015-40630,Nadel & Gussman Permian LLC,Active,Horizontal,5874,2012,32.7693024,-104.3750458
30-015-40634,COG Operating LLC,Active,Horizontal,9221,2012,32.8405647,-104.0529861
30-015-40635,COG Operating LLC,Active,Horizontal,4774,2012,32.835434,-104.0379257
30-015-40636,COG Operating LLC,Active,Horizontal,4771,2012,32.8300781,-104.0529709
30-015-40637,COG Operating LLC,Active,Horizontal,4778,2012,32.8246193,-104.0379257
30-015-40638,COG Operating LLC,Active,Horizontal,4777,2012,32.8195877,-104.0529633
30-015-40640,RKI Exploration & Production LLC,Active,Horizontal,12317,2012,32.049099,-103.8962936
30-015-40641,RKI Exploration & Production LLC,Active,Horizontal,7609,2012,32.0357895,-103.9051819
30-015-40646,COG Operating LLC,Plugged and Abandoned,Horizontal,9,2013,32.8036041,-104.0679855
30-015-40649,Cimarex Energy Company,Active,Horizontal,9810,2013,32.2842636,-103.8493576
30-015-40651,RKI Exploration & Production LLC,Active,Horizontal,8349,2013,32.3386574,-104.0452118
30-015-40652,COG Production LLC,Active,Horizontal,8822,2012,32.0651436,-103.9569778
30-015-40659,BOPCO LP,Active,Horizontal,7924,2012,32.2113838,-103.8494339
