api,operator,status,direction,depth_ft,spudyr,longitude,latitude
37-009-20085,Chevron Appalachia LLC,Regulatory Inactive,Horizontal,NA,2010,-78.661111,40.196381
37-013-20011,Chevron Appalachia LLC,Active,Horizontal,NA,2011,-78.536,40.370667
37-013-20012,Chevron Appalachia LLC,Active,Horizontal,NA,2010,-78.565917,40.35325
37-013-20013,Chevron Appalachia LLC,Active,Horizontal,NA,2010,-78.565858,40.353253
37-013-20014,Chevron Appalachia LLC,Active,Horizontal,NA,2010,-78.555903,40.360578
37-013-20015,Chevron Appalachia LLC,Active,Horizontal,NA,2010,-78.565786,40.353253
37-013-20016,Chevron Appalachia LLC,Active,Horizontal,NA,2011,-78.549922,40.362608
37-015-20303,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.395269,41.639486
37-015-20306,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.395306,41.639453
37-015-20352,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.404925,41.634456
37-015-20403,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.404906,41.634417
37-015-20444,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.415314,41.634403
37-015-20445,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.415369,41.634408
37-015-20482,Chesapeake Appalachia LLC,Active,Horizontal,NA,2010,-76.427183,41.627231
37-015-20483,Chesapeake Appalachia LLC,Active,Horizontal,NA,2010,-76.427172,41.627269
37-015-20600,Chesapeake Appalachia LLC,Active,Horizontal,NA,2010,-76.449756,41.621689
37-015-20673,Chesapeake Appalachia LLC,Active,Horizontal,NA,2010,-76.439472,41.626117
37-015-20688,Chesapeake Appalachia LLC,Active,Horizontal,NA,2010,-76.460847,41.620503
37-015-20689,Chesapeake Appalachia LLC,Active,Horizontal,NA,2010,-76.460881,41.620469
37-015-20919,Chesapeake Appalachia LLC,Active,Horizontal,NA,2010,-76.449761,41.621756
37-015-21044,Chesapeake Appalachia LLC,Active,Horizontal,NA,2010,-76.426153,41.5919
37-015-21121,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.45495,41.590167
37-015-21122,Chesapeake Appalachia LLC,Active,Horizontal,NA,2010,-76.455031,41.590242
37-015-21208,Chesapeake Appalachia LLC,Active,Horizontal,NA,2010,-76.3895,41.608742
37-015-21241,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.448011,41.592489
37-015-21246,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.454981,41.590228
37-015-21399,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.448031,41.59245
37-015-21426,Chief Oil & Gas LLC,Active,Horizontal,NA,2011,-76.403167,41.556636
37-015-21521,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.437053,41.588372
37-015-21523,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.437069,41.588453
37-015-21535,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.477136,41.586717
37-015-21553,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.477081,41.586708
37-015-21652,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.406786,41.595361
37-015-21654,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.406744,41.595389
37-015-21979,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.395167,41.639583
37-015-21980,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.3952,41.639553
37-015-21986,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.410794,41.586422
37-015-22019,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.410836,41.58645
37-015-22090,Chesapeake Appalachia LLC,Active,Horizontal,NA,2012,-76.424161,41.564156
37-015-22091,Chesapeake Appalachia LLC,Active,Horizontal,NA,2012,-76.424214,41.564167
37-015-22105,Chesapeake Appalachia LLC,Active,Horizontal,NA,2012,-76.424181,41.564106
37-015-22106,Chesapeake Appalachia LLC,Active,Horizontal,NA,2012,-76.424233,41.564117
37-015-22113,Chesapeake Appalachia LLC,Active,Horizontal,NA,2012,-76.394561,41.586508
37-015-22176,Chesapeake Appalachia LLC,Active,Horizontal,NA,2012,-76.471386,41.602794
37-015-22202,Chesapeake Appalachia LLC,Active,Horizontal,NA,2012,-76.400728,41.602181
37-015-22226,Chesapeake Appalachia LLC,Active,Horizontal,NA,2012,-76.400764,41.60215
37-015-22238,Chesapeake Appalachia LLC,Active,Horizontal,NA,2012,-76.368575,41.555583
37-015-22443,Chesapeake Appalachia LLC,Active,Horizontal,NA,2013,-76.381422,41.596686
37-015-22773,Chief Oil & Gas LLC,Active,Horizontal,NA,2014,-76.403058,41.556625
37-015-22774,Chief Oil & Gas LLC,Active,Horizontal,NA,2014,-76.403114,41.556633
37-015-20110,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.85557,41.718122
37-015-20171,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.855586,41.718244
37-015-20177,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.836781,41.729042
37-015-20178,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.836689,41.729053
37-015-20254,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.8501,41.750314
37-015-20267,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.855243,41.718244
37-015-20377,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.850286,41.750317
37-015-20378,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.850467,41.750322
37-015-20379,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.85065,41.750325
37-015-20489,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.833408,41.749503
37-015-20490,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.833317,41.749519
37-015-20491,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.833231,41.749536
37-015-20492,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.833408,41.749642
37-015-20493,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.833319,41.749658
37-015-20494,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.833231,41.749675
37-015-20520,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.840364,41.770289
37-015-20521,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.840492,41.770289
37-015-20522,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.840622,41.770294
37-015-20523,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.84075,41.770297
37-015-20573,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.859911,41.769408
37-015-20574,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.859819,41.769414
37-015-20575,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.859728,41.769419
37-015-20576,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.859636,41.769422
37-015-20584,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.873417,41.773967
37-015-20585,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.873508,41.773956
37-015-20586,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.873597,41.773942
37-015-20587,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.873689,41.773928
37-015-20613,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.838783,41.750092
37-015-20614,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.838656,41.750111
37-015-20616,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.838792,41.750372
37-015-20617,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.838667,41.750392
37-015-20618,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.838542,41.750411
37-015-20626,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.826892,41.755906
37-015-20627,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.826825,41.75595
37-015-20628,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.826756,41.755997
37-015-20629,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.826689,41.756044
37-015-20630,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.826981,41.756031
37-015-20631,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.826914,41.756075
37-015-20632,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.826847,41.756122
37-015-21834,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.852364,41.730853
37-015-21835,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.852425,41.7308
37-015-21836,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.852486,41.73075
37-015-21837,Talisman Energy Inc,Active,Horizontal,NA,2012,-76.852544,41.730697
37-015-21838,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.852606,41.730644
37-015-21839,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.852664,41.730594
37-015-22993,Talisman Energy Inc,Active,Horizontal,NA,2014,-76.850642,41.749975
37-015-22994,Talisman Energy Inc,Active,Horizontal,NA,2014,-76.850531,41.749975
37-015-22995,Talisman Energy Inc,Active,Horizontal,NA,2014,-76.850422,41.749972
37-015-22996,Talisman Energy Inc,Active,Horizontal,NA,2014,-76.850311,41.749972
37-015-20084,Chesapeake Appalachia LLC,Active,Vertical,NA,2008,-76.366397,41.715
37-015-20085,Chesapeake Appalachia LLC,Active,Vertical,NA,2008,-76.369085,41.709721
37-015-20118,Chesapeake Appalachia LLC,Active,Horizontal,NA,2008,-76.364502,41.672524
37-015-20119,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.364449,41.672455
37-015-20133,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.356923,41.684032
37-015-20134,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.356979,41.684102
37-015-20143,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.3695,41.709942
37-015-20150,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.366378,41.714961
37-015-20333,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.377961,41.674008
37-015-20385,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.378011,41.674025
37-015-20873,Chesapeake Appalachia LLC,Active,Horizontal,NA,2010,-76.396097,41.738856
37-015-21048,Chesapeake Appalachia LLC,Active,Horizontal,NA,2010,-76.403325,41.704589
37-015-21146,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.393275,41.708117
37-015-21293,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.341614,41.722522
37-015-21313,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.381769,41.706119
37-015-21341,Chief Oil & Gas LLC,Active,Horizontal,NA,2011,-76.330425,41.730264
37-015-21342,Chief Oil & Gas LLC,Active,Horizontal,NA,2011,-76.330464,41.730236
37-015-21343,Chief Oil & Gas LLC,Active,Horizontal,NA,2011,-76.330506,41.730208
37-015-21344,Chief Oil & Gas LLC,Active,Horizontal,NA,2010,-76.341069,41.715303
37-015-21351,Chief Oil & Gas LLC,Active,Horizontal,NA,2011,-76.330544,41.730178
37-015-21352,Chief Oil & Gas LLC,Active,Horizontal,NA,2011,-76.330586,41.73015
37-015-21355,Chief Oil & Gas LLC,Active,Horizontal,NA,2011,-76.319131,41.730672
37-015-21357,Chief Oil & Gas LLC,Active,Horizontal,NA,2011,-76.319242,41.730669
37-015-21365,Chief Oil & Gas LLC,Active,Horizontal,NA,2011,-76.403075,41.733325
37-015-21442,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.355792,41.715297
37-015-21455,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.355753,41.715325
37-015-21668,Chief Oil & Gas LLC,Active,Horizontal,NA,2011,-76.341092,41.715356
37-015-21669,Chief Oil & Gas LLC,Active,Horizontal,NA,2011,-76.341081,41.715328
37-015-21737,Chief Oil & Gas LLC,Active,Horizontal,NA,2011,-76.412714,41.719964
37-015-21805,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.386517,41.757419
37-015-21828,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.386453,41.757439
37-015-22200,Chief Oil & Gas LLC,Active,Horizontal,NA,2013,-76.382447,41.732083
37-015-22201,Chief Oil & Gas LLC,Active,Horizontal,NA,2013,-76.3825,41.732092
37-015-22273,Chesapeake Appalachia LLC,Active,Horizontal,NA,2013,-76.391678,41.674969
37-015-22699,Chief Oil & Gas LLC,Active,Horizontal,NA,2014,-76.341108,41.715378
37-015-22763,Chesapeake Appalachia LLC,Active,Horizontal,NA,2013,-76.377931,41.674056
37-015-22764,Chesapeake Appalachia LLC,Active,Horizontal,NA,2013,-76.377981,41.674072
37-015-20082,Chesapeake Appalachia LLC,Active,Horizontal,NA,2008,-76.578702,41.929025
37-015-21240,Chesapeake Appalachia LLC,Active,Horizontal,NA,2010,-76.606475,41.9342
37-015-21700,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.554572,41.912161
37-015-21996,EOG Resources Inc,Regulatory Inactive,Horizontal,NA,2011,-76.608106,41.909975
37-015-21997,EOG Resources Inc,Regulatory Inactive,Horizontal,NA,2011,-76.592494,41.908639
37-015-22020,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.488467,41.927275
37-015-22177,Chesapeake Appalachia LLC,Active,Horizontal,NA,2012,-76.499803,41.955061
37-015-20116,Chief Oil & Gas LLC,Active,Horizontal,NA,2009,-76.603229,41.736685
37-015-20209,Chief Oil & Gas LLC,Active,Horizontal,NA,2009,-76.569417,41.729589
37-015-20258,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.584492,41.795806
37-015-20264,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.584542,41.795794
37-015-20290,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.571472,41.794028
37-015-20294,Chief Oil & Gas LLC,Active,Horizontal,NA,2009,-76.534019,41.763414
37-015-20297,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.571517,41.794003
37-015-20555,Chesapeake Appalachia LLC,Active,Horizontal,NA,2009,-76.566008,41.804044
37-015-20612,Chief Oil & Gas LLC,Active,Horizontal,NA,2010,-76.551361,41.743694
37-015-21438,Chief Oil & Gas LLC,Active,Horizontal,NA,2011,-76.534025,41.763361
37-015-21439,Chief Oil & Gas LLC,Active,Horizontal,NA,2011,-76.534014,41.763469
37-015-21440,Chief Oil & Gas LLC,Active,Horizontal,NA,2011,-76.534008,41.763525
37-015-21706,EOG Resources Inc,Regulatory Inactive,Horizontal,NA,2011,-76.610908,41.796897
37-015-21813,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.537628,41.788847
37-015-21827,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.537572,41.788853
37-015-21831,Chesapeake Appalachia LLC,Active,Horizontal,NA,2011,-76.602236,41.78315
37-015-21987,Chief Oil & Gas LLC,Active,Horizontal,NA,2012,-76.567267,41.753683
37-015-22049,Chief Oil & Gas LLC,Active,Horizontal,NA,2012,-76.558139,41.761933
37-015-22053,Chief Oil & Gas LLC,Active,Horizontal,NA,2012,-76.5449,41.764269
37-015-22083,Chesapeake Appalachia LLC,Active,Horizontal,NA,2012,-76.551028,41.794525
37-015-20094,SWEPI LP,Active,Horizontal,NA,2008,-76.825561,41.624423
37-015-20095,SWEPI LP,Regulatory Inactive,Vertical,NA,2008,-76.855119,41.604836
37-015-20313,SWEPI LP,Active,Horizontal,NA,2009,-76.853965,41.628123
37-015-20516,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.842794,41.694547
37-015-20517,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.842725,41.694625
37-015-20518,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.842653,41.694706
37-015-20519,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.842581,41.694786
37-015-20592,Talisman Energy Inc,Regulatory Inactive,Horizontal,NA,2010,-76.838264,41.711028
37-015-20593,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.838247,41.711094
37-015-20594,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.838231,41.711164
37-015-20595,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.838211,41.711231
37-015-20602,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.852694,41.689953
37-015-20603,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.852675,41.690047
37-015-20604,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.852656,41.690142
37-015-20605,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.852636,41.690236
37-015-20622,SWEPI LP,Active,Horizontal,NA,2011,-76.841098,41.610612
37-015-20668,Chief Oil & Gas LLC,Active,Vertical,NA,2010,-76.808778,41.658389
37-015-20969,SWEPI LP,Regulatory Inactive,Vertical,NA,2010,-76.820822,41.634547
37-015-21053,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.805839,41.702542
37-015-21054,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.805569,41.702572
37-015-21055,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.805658,41.702561
37-015-21056,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.80575,41.702553
37-015-21148,Chesapeake Appalachia LLC,Active,Horizontal,NA,2010,-76.78515,41.671442
37-015-21386,SWEPI LP,Active,Horizontal,NA,2011,-76.841078,41.610611
37-015-21387,SWEPI LP,Active,Horizontal,NA,2011,-76.841419,41.610575
37-015-21801,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.833922,41.683564
37-015-21802,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.833928,41.683633
37-015-21803,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.833931,41.6837
37-015-21804,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.833936,41.683769
37-015-22050,Chief Oil & Gas LLC,Active,Horizontal,NA,2012,-76.785553,41.642806
37-015-22116,Chief Oil & Gas LLC,Active,Horizontal,NA,2012,-76.794911,41.613819
37-015-22271,Chief Oil & Gas LLC,Active,Horizontal,NA,2012,-76.829764,41.645253
37-015-20427,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.847717,41.861942
37-015-20428,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.847628,41.861925
37-015-20429,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.847539,41.861911
37-015-20430,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.847447,41.861894
37-015-20440,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.834478,41.857683
37-015-20441,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.834386,41.857689
37-015-20442,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.834294,41.857694
37-015-20443,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.834203,41.857697
37-015-20461,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.847758,41.861597
37-015-20462,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.847669,41.861581
37-015-20463,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.847581,41.861564
37-015-20464,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.847492,41.86155
37-015-20467,Talisman Energy Inc,Active,Horizontal,NA,2009,-76.8343,41.857425
37-015-20496,Talisman Energy Inc,Regulatory Inactive,Horizontal,NA,2010,-76.846172,41.839056
37-015-20497,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.846264,41.83905
37-015-20498,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.846356,41.839044
37-015-20499,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.846447,41.839042
37-015-20504,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.865273,41.879462
37-015-20505,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.865364,41.879461
37-015-20506,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.865456,41.87946
37-015-20507,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.865548,41.879458
37-015-20508,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.865207,41.879185
37-015-20509,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.865299,41.879184
37-015-20510,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.865391,41.879182
37-015-20511,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.865482,41.879181
37-015-20528,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.892867,41.836867
37-015-20529,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.892778,41.836886
37-015-20530,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.892689,41.836903
37-015-20531,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.8926,41.836922
37-015-20567,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.874914,41.821378
37-015-20568,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.874969,41.821447
37-015-20654,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.8789,41.876697
37-015-20655,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.878839,41.876767
37-015-20656,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.878775,41.876833
37-015-20657,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.878714,41.8769
37-015-20822,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.895314,41.816689
37-015-20823,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.89535,41.816625
37-015-20824,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.895389,41.816564
37-015-20825,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.895428,41.8165
37-015-20851,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.858561,41.868983
37-015-20852,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.858553,41.86905
37-015-20853,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.858544,41.869117
37-015-20854,Talisman Energy Inc,Active,Horizontal,NA,2010,-76.858536,41.869186
37-015-20972,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.802492,41.871894
37-015-20973,Talisman Energy Inc,Active,Horizontal,NA,2011,-76.802447,41.871953
